captions,likes,comments,hashtag
"Christmas is saved! We missed out on @jeavonstoffee festive selection first time round as they sold out in record time. But they have been working their socks off to make more - get them before they’re gone!

We are taking orders for our Christmas menu until the 20th Dec but some items have limited availability. There are only 6 of the Veganzola salad & 5 Xmas puds left (of the second run!)
If you are planning on ordering it’s probably best to get in touch sooner rather than later.

It’s beginning to look a lot like Christmas! 🎄🎁🎄🎁🎄

#christmas #christmasdinner #allplants #jeavonstoffee #chocolate #veganfood #whatveganseat #ordernow",10,[],allplants
#glutenfree #glutenfreelife #lactosefree #forpeopleandplanet #vegan #senzaglutine #noaddedsugars #naturallylactosefree #coconut #allplants #eggfree #nutsfree #wheatfree #sourceoffibre #coconutwithrice #biscotticoncioccolato #darkchocolate #cioccolatofondente #3yearsglutenfree,2,[],allplants
QUICHE // Dunno why but I have been craving quiche lately. Probably gonna have to craft one of these later on today to satisfy my stomach and mind 😎,97,"['Quiches are awesome! 😍 Love this one, looks so yummy ❤️💕😊', 'This looks outta this world 🤩', ""Cor! I'm craving yours too!💕"", 'The quiche looks so very good! 😍', 'This looks so peng 😍😍😍', 'Oh hells yes plz yummmm', 'Loving the look of this quiche 😊💚', '👌🏼mmm got me craving too 😍', 'Food porn 💚 I need to make one soon too!', 'This looks delicious! ☺️✨🌿']",allplants
Another instant breakfast from @allplants - the carrot cake Bircher Musli is fab. #breakfast #allplants #carrotcakemüsli,3,[],allplants
"another @allplants out of the freezer
accidentally defrosted it before I saw it said it was ‘best served frozen’ which would have been more ideal for me
I added some peas and a mix of microwaveable cauliflower florets and broccoli 
all sprinkled with my seeds mix

not sure why but i’m slightly scared of microwaving anything but frozen peas

according to scientific research, broccoli specifically should be steamed so the nutrients can be best absorbed
I bet you the margins are so small it wouldn’t really even make a difference whether you microwaved or steamed it

there’s always 500 other meals in the future that I can catch up on in my micronutrient profile if I think the broccoli this time is lacking 

I want to get onto frozen meals more but they’re always a faff and require the slightest bit of organisation which I don’t have when i’m working however ‘defrost from frozen’ has given me hope that I can just whip it out the fridge and straight in the microwave with no fuss

very delicious meal overall from allplants
mushrooms were slightly on the chewy side
rice was a bit ‘fragile’
but it had a nice creamy and thick sauce
tasted like a childhood meal for some reason - nostalgic
good flavours
tight portion control but think the portion size is right (even if I initially thought it would be a bit small) because then I can fill any empty space with my own veggies 
felt satisfied from this meal whether it was from the added bulk of greens or the meal itself, I am happy 

8.5/10

#allplantsboxie #allplants #veganreadymeal #veganreadymealsuk #veganfood #vegansofig #veganuk #veganfoodie #surreylovesvegan #vegandinner #veganlove",17,[],allplants
"I tried a different recipe yesterday using @iona_cooks_ @allplants vegan Yorkshire recipe and they were lushhhh 😋 all you need is flour, baking powder, salt, unsweetened soya milk and water.still can’t get the hole in the middle right but they taste exactly like a Yorkshire pudding 😋😋😋😋 #vegan #veganyorkshirepudding #veganfoodshare #veganiseasy #veganfoodie #vegansofinstagram #noanimalsdieformyfood #homemadeveganyorkshirepuddings #plantbased #ionacooksveganyorkshirepudding #allplants #eggfree #veganfoodaccount #veganfoodblog",34,"['This look insane! 🙌🏼', ""I'm so trying this! I live for Yorkshire puddings and I haven't had one in 8 years 😭""]",allplants
"I tried a different recipe yesterday using @iona_cooks_ @allplants vegan Yorkshire recipe and they were lushhhh 😋 all you need is flour, baking powder, salt, unsweetened soya milk and water.still can’t get the hole in the middle right but they taste exactly like a Yorkshire pudding 😋😋😋😋 #vegan #veganyorkshirepudding #veganfoodshare #veganiseasy #veganfoodie #vegansofinstagram #noanimalsdieformyfood #homemadeveganyorkshirepuddings #plantbased #ionacooksveganyorkshirepudding #allplants #eggfree",14,"[""These look amazing, I used the sainsburys recipie last week and didn't get as much of a rise, I'm going to try this one 💚"", 'I made some yesterday that I made the week before exactly the same except the oil was different and they didn’t work. They were like slop but still tasted nice ha. I think you would smash these https://avirtualvegan.com/vegan-yorkshire-puddings/, i used the black salt instead of the mustard but don’t think they work in Olive oil because worked with sunflower oil the week before x']",allplants
"Brand Royalty 💕 trust brings happiness 😄
health🌿
#bodykeybynutrilite  #nutrilitethailand  #allplants 

sport-ware 🎽
#addidasthailand #nikethailand 

shoes👟
#asicsthailand 

📸#เด็กชายธฤต",12,[],allplants
#miraclegarden #allplants #creative #2019 #throwback #dubai #nofilter,34,[],allplants
"Vegan Pizza from @blazepizza 🍕 this is the 11” personal size, with red sauce, vegan cheese, spicy vegan chorizo, mushrooms, and red onions.  It’s supposed to have basil and bell peppers also, but it’s all good, I’m starving 🤤 When you serve vegan cheese, you got my business.  This was really good, will definitely destroy a large next time 👍🏽 #veganpizza",73,"['.\n.\n.\n.\n.\n#vegan #blazepizza #veganoptions #plantbased #powerofplants #veganville #veganfood #vegans #VeganShare #VeganAF #Veganism #VeganCommunity #VeganLife #VGang #VegansOfInstagram #VegansOfIG #eatvegan #NoAnimalsHarmed #NoAnimalIngredients #CrueltyFree #MindfulEating \xa0#GoVegan #allplants', 'Blaze Pizza is really good!', '🙌🏽🙌🏽 so glad there are more of these! Their vegan options are so plentiful!! 😍😍😋😋', 'Looks good! Have you tried @topperspizza ? The vegan Korean BBQ chicken is awesome!', 'Me and my daughter hit here almost once a week. Also works when traveling and looking for vegan food.']",allplants
Within this women hope is a muscle. A delightful indoor 10. No bonking. Us vegans-SO malnourished 🤭😉 #run #plantpowered #vegan #organic #runner #athlete #nomeat #nodairy #allplants #workhard #playhard #letsgo,8,[],allplants
"Today's Sunday dinner 😋
Butternut mac & cheese on baked spud followed by a raspberry chocolate lava cake on Swedish Glacé strawberry ice cream 👌
#Vegan #veganfood #goodfood #foodwithoutcruelty #crueltyfree #livingwithoutcruelty #plantbased #allplants #butternutsquash #veganmacandcheese #dinner #pudding #icecream #hotandcold",8,['this looks so good 😍'],allplants
"VEGAN HAINANESE 'CHICKEN' RICE

Hainanese chicken rice was one of my favourite dishes in my pre-vegan days. Once a while i will crave for it especially the fragrant rice. That's why I must learn to veganize this dish so I can prepare it for myself whenever I crave for it. 

To recreate this dish the vegan way is not really that difficult.  Usually ppl are using bean curd skin to make the 'chicken', I opted king oyster mushrooms which makes surprisingly satisfying swap in both texture and taste, and it's easier to prepare too. Please see my story highlight for the recipes and step-by-step guide.

Accompanying this dish are the 3 main sauces:
1. Chili sauce
2. Scallion ginger sauce
3. Soy sauce

As I'm making a non-allium version of Hainanese 'chicken' rice, coriander is used in the ginger sauce instead of scallions. Here's the recipe:

CHILI SAUCE
4 Red Chilli (deseeded)
3 Bird's Eye Chilli (or more)
25g Ginger
30g Calamansi Juice 
2 tsp Brown Rice Vinegar 
1 tsp Salt
1/2 Tbsp Raw Cane Sugar (adjust to your liking)
4 Tbsp Cooking Stock (recipe on my story highlight)
1 Tbsp Sesame Oil 

To make the sauce, simply blend all ingredients in a blender until a smooth sauce consistency. 

○○○

CORIANDER GINGER SAUCE 
100g Coriander (finely chopped)
180g Minced Ginger
100g Cooking Oil
1/2 tsp Sea Salt
1/4 tsp @loveearthorganic Mushroom Seasoning 

Method:
1. Heat up oil in a skillet over medium-low heat.
2. Add ginger and coriander, stir-fry 10-15 minutes until you get a fragrant, pesto consistency sauce.
3. Season the sauce to your liking.

○○○

SOY SAUCE 
1/4 cup Cooking Stock 
1/4 cup Light Soy Sauce (i used tamari)
2-4g Raw Cane Sugar (adjust accordingly)
1/2 Tbsp Sesame Oil

Mix all the ingredients in a small bowl. To be served with rice and mushrooms. 

○○○
Hope you like the recipes. Tag me if you make the dish, i would love to see your creation. 

Happy Sunday everyone. 

.
.
.
.
.
.
.
#Vegan #hainanesechickenrice
#plantbased #allplants #veganmalaysia
#whatveganseat #onthetable #veganfoodshare #vegansofig #vegansinKL #veganfoodporn #homecooking #sunday",63,['Thanks for sharing'],allplants
Goth Mole #allplants,107,[],allplants
"#안시리움 #이클립스
.
뭐랄까? 단아한 모습이랄까? 
흰꽃에 뭐라도 묻을까봐 계속 체크하게 되는.
.

#올플랜츠 #allplants
#베란다정원 #거실화분 #화분 #홈가드닝 #실내화초 #나무 #꽃 #토분 #반려식물 #사무실화분 #책상화분  #아파트정글 #실내정원 #키우기쉬운식물 #실내공기정화식물 #officeplants #officeideas #indoorplants #urbanjungle #houseplants #iloveplants #plant #plants #homejungle 
#homegarden #indoorgarden",3,[],allplants
"PEPERNOTEN! 🇳🇱 Today (5 december) is national holiday 'Sinterklaasfeest'. Pepernoten or kruidnoten are a traditional snack we eat during this holiday. They do have a strange name since peper means pepper and noten means nuts. Pepper nor nuts are not used in making pepernoten 😂 I made these this morning, but they are all already gone 🙈 They are just THAT delicious! ❤

》 SWIPE FOR THE RECIPE》

#sinterklaas #pepernoten #kruidnoten #baking #nederlands #dutchfood #snack #cookies #5december #veganbaking #veganistisch #veganrecipe #plantaardig #plantbasedrecipe #nolactose #dairyfree #dairyisscary #allplants #veggiemoment",48,[],allplants
"🌿Did I mention we're going vegan?! Well only for a week or two (at least that's what the boys think 🤫) The intention was vegetarian initially but friends recommended @allplants so we figured we'd give them a go. We're both tired, run down and clinging on until Christmas so having healthy meals ready in the freezer meals one less thing to do in the evening after work. It'll stop us reaching for the takeaway menu so that can only be a good thing!

I hardly ate any meat when I met my partner and have been trying for several years to convince him and my son that they can in fact survive without meat at lunch AND dinner EVERY day. They've never listened 🙄 I've tried introducing meat free meals occasionally and having one meat free day a week but with no progress so now they're both going cold turkey (as it were). No meat for at least one week, possibly two and maybe more if I get my way 😁 (I've nothing against us eating some meat - as long as it's free range and ideally locally sourced - but I just want us to get in the habit of having loads of veg first...)

We're also cutting out dairy products too, which those who know me well appreciate is a biggie 😳 I'm a cheese monster. This part will be rough 😬😢

Yesterday's BBQ burrito bowl was YUMMY though (even without cheese) 💚 We bulked it out with frozen veg and a pita since it's meant for two and there's three of us. Tasted scrummy and even though the little boy didn't eat that much he did try everything and didn't complain too much. He'll be the hardest to crack I think as he's firmly in resistance mode. The bigger one is vaguely on board and wolfed it down happily enough ☺️ 

#veganweek #healthierchoices #mindfuleating #nomeatnoproblem #meatfreeweek #moreveggies #healthylifestyle #healthyfood #vegetarianmeals #changeisgood #positivechange #healthychoices #familyhealth #health #familylife #familymeals #mealdelivery #allplants #plantbased #plantbaseddiet #betternutrition #autismfamily #autismmum #autismmom #healthchoices",32,"['I have two boys 5 and 6, we have been vegan for 5 years now and love it! The availability compared to 5 years ago is amazing 🙌 good luck to you and your family! ✨❤️🌿', 'Looks lovely 😍😍', 'Ooh this looks yummy! I’m vegan too 🌱', ""We went vegan just over a year ago and will never go back! We all feel so much better for it, it's truly remarkable. I can highly recommend @nora_cooks_vegan_ , never made something on there we haven't loved!""]",allplants
"EASY BANANA SMOOTHIEBOWL 🥥

Ondanks het koude weer blijft dit smaken 👅 

INGREDIENTS: 

» 1 frozen banana
» a splash of plantbased milk
» 1 tsp cinnamon

METHOD:

» Put all the ingredients in a blender and blend. Ready! 

#plantbased #veganfoodshare #healthyyou #gezondeten #gezondkokerellen #plantpower #allplants #veganchef #vegan #veganbelgium #veganfood #plantbasedrecipes #iamfoodies #foodphotography #campervanconversion #campervanlife #vankitchen #homeonwheels #homeiswhereyouparkit #livethedream #vanlifejournal #vanlifecommunity #vanlifetravels #vanlifebelgium #vanlifeeurope #vanlifegoals #vanlifeproject #vanlifevirals #vanlifers #thevanlifecommunity",102,['So nice to meet fellow vegan vanlifers 🌿 💕'],allplants
"The weather may be 🌬
But this flavor is 🌬🌬
We brought back CANDY CANE... 
FoMu style. 
Since we couldn’t find #allnatural #vegan candy canes (really?) we decided to swirl our pepperminty ice cream with red beet juice and house made organic #whitechocolate chunk. 
Its even better... ♥️🍦
#allreal #allscratch #allplants #candycane #icecream #nevereasy #alwaysgood #delivery #takeout",510,"[""Aaahhh yes! As soon as I can drive again I'll be headed your way for all the holiday flavors!"", 'Is this flavor gluten free?', 'Must get today!❤️', '@fomuicecream running not walking 🏃🏻\u200d♀️', 'Best ice cream ever! Miss this wholeheartedly on the west coast. Plans to expand to SF? 🌁🙏', 'Is chocolate peppermint cookie coming back??', 'Any chance this is also soy free? 🤞', 'Will walk in this blizzard to get some', 'Omg ... please make this a pie!', 'My favorite! Can’t wait to pick this up—maybe after the bombogenesis thing going on out there!', '@dsimbliaris can we do a fomu date night', '@dsimbliaris @natcc88 @emiliewach', '@yumearth makes vegan candy canes! 👍', '@sureiscotton we need to try this flavor', 'LOVE this place! 👏🏾', 'I’ve been waiting for this 😍🤤 🙌🏼🙌🏼🙌🏼🙌🏼', 'What nuts are used in this?', 'MY FAVORITE!!! Going to hoard it again this year...will miss the candy cane, but excited to try the new additions! ❤️🍨\U0001f90d']",allplants
Cocoa and banana overnight oats from @allplants - am trying to make some space in the freezer and this was fast and yummy. Also coffee. Because of course coffee. #breakfast #allplants #overnightoats #cocoabananaoats #grabandgo #alsocoffee,4,[],allplants
"#안시리움 #안시리움릴리
.
어때? 예쁘지 않아? 내눈에만 그런건가...ㅠㅠ
.
#올플랜츠 #allplants
#베란다정원 #거실화분 #화분 #홈가드닝 #실내화초 #나무 #꽃 #토분 #반려식물 #사무실화분 #책상화분  #아파트정글 #실내정원 #키우기쉬운식물 #실내공기정화식물 #officeplants #officeideas #indoorplants #urbanjungle #houseplants #iloveplants #plant #plants #homejungle 
#homegarden #indoorgarden",38,[],allplants
"Absolutely delicious breakfast this morning @vutiebeets Mushroom, Vegan bacon, cheese toastie and Oat latte. Feels so nice to be allowed back inside 😉. Thank you team, such a lovely new interior 👍🏻. #insearchofsomething #travel #instafood #foodblog #picsoftheday #Vegan #ahimsa #nocruelty #yoga #Tryingtobegood #plantbased #allplants #travelphotography #findinghappiness  #UK  #explore #dentistrywho #healthyfood #healthy #healthyfats #protein #fats #carbs #instagram #instagood #vuture #foodinspo #foodgasm #eatfresh #fresh",10,"['I always feel hungry after seeing your posts!!', 'Keep ‘em coming - and I hope they are dentist friendly!', 'Looks interesting ! Sounds tasty yum.xx']",allplants
"“We often forget that WE ARE NATURE. Nature is not something separate from us. So when we say that we have lost our connection to nature, we've lost our connection to ourselves.” ⁠
⁠
–Andy Goldsworthy⁠
⁠
PC: @michelebellstudio",71,"['#withflume #findyourflow #flowstateofmind #adaptogens #flowstate #botanicals #botanicalsupplements #ethicallysourced #sustainablysourced #nootropics #herbs #wellness #vegan #plantmedicine #herbalmedicine #supplement #allplants #holistic #mindfulness #mindfulnessthroughmaking #findingflow #flow #getoutside #foodasmedicine #health #sportsnutrition #holisticnutritionist #supplements #flume #bioharminize', 'I love these spectacular trees👌🙂', 'Stunning shot 🤩', 'I love that place and that quote! Also love the Drift! 💚\U0001f90e💚', 'Flume where you are planted! 🌱 🌱🌱', 'Well put!!']",allplants
"Roasted cabbage, green beans, BBQ cauliflower, and pinto beans with brown rice! #vegan #allplants #goodnessbyrae #nomeatnoproblem (📸 @jesseediii )",22,"['#foodie #blackgirlmagic #foodporn #homemade #ncchefs #durham #raleigh #southerncooking  #goodnessbyrae #veggies #yum #delish #eatyourcolors #wholesome #sheready #shebecooking #gardenfresh #nocookbook #homechef #getinmybelly #nomnom #blackcooks #blackchef #soulfood #dindin @haandmade', 'RR- I may either have to come over or stop following you bc your food always looks so delish!❤️', 'BBQ cauliflower is such a great idea!']",allplants
"What a lunch!! For the first time in almost a month I can have ANYTHING I want and I chose....salad😂😂. Fun fact, I used to hate salad until I had a slice of quiche and the most epic salad in a small restaurant in Oban (Scotland).
I've made the quiche with tomatoes (green and red) sauteed with olive oil, garlic and basil. The egg-y part is made with black salt, chickpea flour, black pepper and nutmeg. The shortcrust is half rice flour and wholegrain flour.
Salad is homegrown lettuce, homegrown tomatoes, red onion, homemade courgette conserve, artichokes, dehydrated veggies and pumpkin seeds. Absolutely delicious

.

#veganaf #healthyfood #healthyveganfood #healthyvegan #govegan #whatveganscook #whatsveganseat #alwaysvegan #allplants #allveggies #salad #homegrownveggies #homemadefood #quiche #veganquiche #easyveganmeals #eatyourveggies #plantbasedvegan #plantbasedfood #plantbased #bestofvegan #crueltyfreefood #yummyvegan #vegansofig #veganfoodie #veganinstaclub #veganfood #veganfoodlovers #veganinspiration #veganfortheanimals",167,"['That quiche looks awesome 🤤🤤', 'Looks incredible Andrea, I hope you enjoyed every mouthful x x', 'I have to try this! I do miss quiche. 😍', 'Wow! Looks very tasty 🤤', 'It looks so delicious 🙌🏽', 'That quiche looks amazing 😍', 'Quiche and salad is such a fantastic combo 😍', 'Looks so pretty 😍']",allplants
"Side sampler, Dutch fries and doner kebab from Make No Bones 💚
•Side sampler:
- Spicy chipotle BBQ seitan ribs with cooling ranch dip
- Chicken style wings with buffalo hot sauce
- Creamy slaw
- Karaage oyster mushrooms with sriracha mayo dip
•Dutch fries (paprika fries with peanut butter mayo & spring onions)
•Doner kebab (seitan, lettuce, creamy slaw, pink pickled onion, cherry tomatoes, pickled chilli with garlic mayo & hot sauce in a warm flatbread)
•Blue cheese dip

#veganeatssheffield#vegansheffield#veganeats#vegan#veganfood#veganfoodshare#sheffieldvegan#sheffieldveganfood#whatveganseat#yesitsvegan#plantbased#allplants#sheffieldissuper#healthiswealth#sheffieldfood
#mnbvegan#makenobones#vegankebab#vegandonerkebab#veganmayo#vegancheese#veganchicken#veganchickenwings#veganribs#veganbbq#peanutbutter#veganjunkfood#junkfoodvegan#sheffieldtakeaway#independentsheffield",95,"['Wow! Looks great 😋', 'Delicious🤤']",allplants
"Time for a little Bosh inspiration ... 

#speedybosh
#allplants
#henryfirth
#iantheasby",9,['I have this on my Christmas list ❤️'],allplants
"Love this by @davidclearyveganpt⁠
⁠
🌱Full day of Vegan Meal Prep by @davidclearyveganpt ⁣⁠
⁣⁠
🥗This is just a sample day of meals that can be prepared the day before!⁣⁠
⁣⁠
🍫Breakfast is choc protein oats with choc protein, oats, soy milk, flax, walnuts, cacao & cacao nibs.⁣⁠
⁣⁠
🌰Snacks is protein bread with almond butter & maple syrup⁣⁠
⁣⁠
🍠Lunch is tofu, mashed potato, veg & lemon tahini sauce⁣⁠
⁣⁠
🍲Dinner is a curried lentil & quinoa with veg. I just used all my leftover veg in this.⁣⁠
⁣⁠
This day is probably around 3000 calories and 150g of protein. (I couldn't fit everything into the containers)⁠
⁠
If you want help with your meals click the bio link for my vegan meal plans ⬆️⁠
⁠
#vegan #plantbased #vego #wholefoods #protein #plantprotein #wfpb #musclemass #musclebuilding #nutritioninfo #vegannutrition #veganinfo #healthyvegantips #wellness #lifestyle #eatwell #crueltyfree #allplants #plantpowered #veganalternatives #veganfortheanimals #veganjourney  #veganlife #healthy #organic #vegetarian #cleaneating #veganfoodshare",114,[],allplants
"I CREATED THE BEST CHRISTMAS GIFT BOX EVER ❤️
.
What is better than delicious food from @allplants , customised baubles and a nice card? NOTHING!!! 💁🏻‍♀️
.
#allplantsboxie #inplantswetrust #allplants #allplantsbox #food #foodies #instafood #uk #london #perfectgift #christmasgift",16,[],allplants
"@latifs_inspired BALTI CURRY gone PLANTBASED!! 💚🤩💚🤩

VIRTUALLY FAT FREE,  VEGAN,  GLUTEN FREE,  TOTALLY YUM!!!

Curry is my all-time favourite food.  I just love it so much and have been cooking it for many years. Needless to say  when I found Latif's YouTube channel (latifs inspired) a year ago I was Instantly hooked.  Such a wonderful British-Indian chef who loves his food, his craft and authentic world cuisines. He's dedicated his channel to sharing that passion.  Many of his videos are shot in his restaurant kitchen (or Mum's Kitchen - love that!) Showing us how to cook authentic curry house style food. It's heaven for me - i just can't get enough 🤣

Anyway,  as a WFPB eater with hypercholesterolemia, I need to avoid oil/ fats as much as i can so I've started to experiment with de-oiling some of my favourite Indian recipes, this being the best of the lot.

This balti is true to Latif's word, so I hope he's not offended by my effort. I include the tomato puree (recipe and how to make also on his channel), but leave out the ghee and Anchor Butter (!! - i know...) and obviously tikka chicken, replacing with extra veggies. I also replace his base gravy with water, although one of these days I'm going to make it!  The only place oil gets in is via the ready made balti paste, which I really don't like using but haven't come across an oil free one yet 😕 -  IF YOU DO HAVE A RECIPE PLEASE SHARE!! 🙏. 

Do check out Latif's video on 'How to make CT balti Indian restaurant style'. He uses his own balti paste - the recipe for which he doesn't share, but hey, he has to keep some pearls up his sleeve! - instead he recommends a good authentic shop bought alternative, which i do use. 

Hopefully if enough of us vegans support him,  he'll start to make us some vegan recipes!! 🤣👌💚💚... Like if you agree👍 😍

This dish is one of my husbands all-time favourite dinners. I made it for him last night cos he's been good. 😁😁

Happy Thursday All!
Gen
X
.
.
#plantbasedforhealth #vegannooil #noaddedoil #meatfreerecipes #allplants #plantpower #wfpblifestyle #plantbasedhealing #plantbasedhealth #vegandinner #vegancurry #veggiecurry",90,"['This is so great 😍 I’m obsessed!', 'I think I need some of this goodness!', 'This looks soo delicious 😋😋', 'This is looking so so good😋', 'YUM! Love a good curry😋']",allplants
"We are loving our @allplants deliveries and the dessert extras have been great so far! 😋

I've had the tiramisu cheesecake and this vanilla berry cheesecake was delicious too! 🍰

It's been nice having a lovely @allplants dinner followed by the a yummy dessert so I highly recommend adding them to your delivery if you're already a customer!

If you're not, hit me up for a referral code for £20 off to give it a try because I definitely think they're worth it 🤤

#vegan #plantbased #whatveganseat #veganfoodshare #vegansofinstagram #vegansofig #veganshare #veganlife #veganfood #allplants #ukvegans #welshvegans",30,[],allplants
"Had this Protein bowl from @allplants last night. Absolutely scrummy, filling and only 530cals. 
I use Allplants when my health issues peak and these meals are a life saver. No more reverting to oven baked ""beige"" food when what I really need is good, wholesome plant food. Highly recommend (and can refer for money off - DM)
#allplants
#vegan
#proteinbowl
#powerfood
#whatveganseat 
#whatpoorlyveganseat
#chronicallyill
#chronicpain
#goodfood
#healthfood
#plantpowered
#crueltyfree",21,"['Are they silly expensive?', 'Ooh I’ve been thinking of getting these! Would you recommend?']",allplants
"Picture of the day 😜
💚
💚
💚
💚
💚
💚
#plantsofinstagram #plantsterrarium #plantshelfie #houseplants #houseplantsofinstagram #houseplantclub #houseplantsmakemehappy #houseplantcommunity #plantsmakepeoplehappy #plantsmakemehappy #plantsmakemesmile #indoorplants #indoorplantsdecor #indoorplantstyling #crazyplantlady #crazyplantpeople #crazyplantmom #photography #photooftheday #photo #greenlove #greenliving #greenleaf #greenhouses #snakeplant #snakeplants #allplants #sansevieria #sansevieriasunday #sansevieriamoonshine",26,[],allplants
"#まめ子さん渋谷 #ベジタリアン#ヴィーガン#オールプラント #渋谷ランチ  #lunch #allplants #plantbased 
#vegan #vegetarian #soy #soyprotein 
#healthyfood #healthylifestyle
#gamechanger",15,[],allplants
