captions,likes,comments,hashtag
"#throwback to about a week ago... @kfc_uki really did well with the new vegan burger. i’d heard so many positive reviews about it the first couple of days it was released but i was curious to  try it for myself, and it didn’t disappoint! i assumed it might be a little dry, but actually the mayo was just right and the 11 herbs n spices made it flavoursome without being sickly. i could have easily had another one! 9/10 would genuinely have again 👍🏽⭐️🍔 #veganuary #kfc #vegan #veg #vegetarian #plantbased #glutenfree #veganfood #whatveganseat #wholefood #allplants #crueltyfree #foodporn #veganrecipes #halal #vegetarianrecipes #burger #veganburger #uglyvegan #veganjunk",36,['Omg this vegan burger 🍔 looks so delicious. 😋I just made a vegan 🌱 warm sweetcorn Thai salad 🥗. I would love to hear your view/comment please. Thank you so much 🙏🏻🙋🏻\u200d♀️'],allplants
"Is there a problem pasta can’t solve? We don’t think so. 
We added wild mushrooms and a bunch of fresh thyme for this January blues antidote. 
Ingredients (serves 4):
400g mixed mushrooms (we used a mix of oyster, shiitake, portobello and enoki) 
2 tbsp olive oil
½ tsp salt 
30g fresh thyme, leaves picked 
50g white wine 
350g fresh pasta or store-bought
1 tbsp vegan butter 
Method: 
Start by prepping your mushrooms. Avoid washing them as they’ll absorb water and become soggy. Instead, use a damp towel to clean any dirt off. After they’re clean, slice them up.  Heat your olive oil in a heavy sat pan over medium heat, and add your prepped mushrooms. Let them cook, untouched (important, don’t move them!), for 6-7 minutes, until the heat facing side is golden. At this point stir them around lightly, and let them continue cooking untouched. At this point, add the salt, fresh thyme and white wine, and let cook for 2-3 minutes, until the wine has reduced. Set aside while you cook your pasta in boiling salted water. When the pasta is cooked, reserve about ½ cup of cooking water and set it aside. Drain your pasta, and transfer it to your cooked mushrooms. Turn the heat up to medium-high, and stir in the reserved cooking water and tbsp of butter in until the pasta is glossy. Taste for salt and adjust to taste. Serve topped with extra fresh thyme and black pepper.",540,"['#pasta #veganpasta #allplants #recipe #italianfood #mushrooms #thyme #herbs #cooking #chefs #vegansofldn #veganfoodshare #vegansofig #januaryblues #plants #eatgreen #plantbased', ""Looks and sounds absolutely delicious 🍄🥣🍄 I always thought fresh pasta wasn't vegan and have been using dried as I believe that is?"", 'That looks delicious!\nTempted to order but interested in what packaging the meals come in? I’m avoiding any food packaged in plastic so wondering whether this would be something i could use']",allplants
"It’s feeding time! 
Strawberry pecan salad and a fruit and veggie smoothie! 
#vegan #plantbased #veganmom #vegankids #veganfamily #veganwithsoul #veganfasting #withlove #fortheanimals #forus #fortheplanet #newvegan #dairyfree #meatfree #mealfreemeal #meatfreemonday #allplants #intermittenfasting #breakingfast",13,['Ooooh strawberry pecan! Amazing'],allplants
"Iza @izasharmila , a young, beautiful mother and a full time home baker, is my first Malay student. Yes FIRST, after more than 10 years in baking industry. I was surprised when she told me that she has been in vegan baking since 2013, exactly 7 years old now. Wow!
.
You can't see any fancy cakes on her business Instagram @bakedkl , but some old-fashioned, no frills, simple and yet delicious & healthy homebaked cakes/desserts. Grab a piece from her now. .
.
Long CNY break is good time to clear and reorganize my phone albums, write stories, spend time with loved ones and plan my 2nd half-year activities. There are still a thousand photos to clear so stay tuned.
.
月亮代表我的心 by Theresa Teng in the background while I'm writing this. One of my favourite songs.
.
.
.
.
.
#throwback #vegan #allplants #plantbased #workshop #veganbaking #vegansKL #veganmalaysia #素食 #純素 #純素甜點 #蔬食",65,"['We are so blessed to learnt from you.', 'Omg melinda so honored but im so shy now 😂😂😂. Thank you2, where were you 7 years ago. Now you are officially my lao shi.']",allplants
"@allplants - answer to your excuse ‘but I don’t have the time to cook a healthy meal..’ 🙈 amazing healthy vegan meal which you can take with you when no time to food prep. Instead of spending cash on unhealthy fast food, here you have a great choice with macro information, & fantastic taste. Being active trainer, Pilates/yoga teacher; my body needs a good fuel - & some of these meal have 20+g of protein per serving, what is excellent for plant base food. Hence you get your energy as well as muscle recovery. Win/win for my occasional cooking laziness 🤣🙈💪🏼 #personaltrainer #plantbased #allnatural #allplants #loveyourself #healthylifestyle #healthyfood #healthyliving #fitness #fit #helpingplanet #goodfood #namaste #fitnessmotivation #fitlife",13,[],allplants
"Creamy vegan mushroom risotto 🤤👌
So good I usually can't stop eating it from the pan and my plate at the same time 🤣",13,"['#vegan #risotto #creamy #mushroom #allplants #whatveganseat #fingerlickinggood #foodlover #love #food #foodporn #instagood', 'Need the recipe lol!!']",allplants
"Hi food fam 👋
I was introduced to farinata about 2 years ago when cooking at @cotto_krd (🤤) and ive been cravinggggg hard (its a chickpea crispy pancake sitch) , and with all the tomatoes/basil at this time of the year, hello!
Plus corn on the cob is almost a necessity at every meal, i reckon. 
Keep ya salads simple and you'll be so satisfied to use more things from the garden.
+ its #allplants 💚 Soz for being slack ive been on the move!",33,"['I am one lucky goose', 'God damn 😍 could you please put up the recipe/ send me it this looks insane', 'Let’s get that pancake recipe ay', 'Sick, recipe please!!']",allplants
"Cressida and Daniel of @foodtryb 💙🎤 - what awesome podcast hosts! Thank you for having me on. We chatted the rinse and influence of veganism, my role as head of development at @allplants and what’s next for this incredible company, as well as fave London eateries (@simplicity_burger 🙌🙌), and what a women Ellen Degeneres is 🤣💘. To listen, the link is in my bio. Thanks Food Tryb!
*
#allplants #veganish #developmentchef #vegcentric #vegcentricvegan #foodtryb",50,"['Thank you Joey! It was lovely having you on! 😃', 'So lovely to meet and chat with you Joey!! X']",allplants
"There’s something strangely addictive about the fermented sour-dough teff flatbread paired with creamy stews. The flatbread is also mesmerising with its scattered pockets of air 🧡
• •
Misr wat - Red lentil stew, Mushroom tibs, Shiro - Chickpea Stew 🍛",47,"['#vegan#plantbased#veganfood#vegetarian#vegetarianfood#foodblogger#veganfoodshares#foodporn#foodpornography#sydneyfoodblog#allplants#sydneyfood#sydneyfoodblog#foodie#foodiesofinstagram#sydneyfoodguide#sydneyfoodporn#fitness#wholefoods#plantpowered#bestofvegan#whatveganseat#ethiopianfood#veganethiopian#injera#vegancurry#stew#veganstew#brunch#veganbrunch', 'Love ethiopian food so much 😍😍']",allplants
"We all agreed that serving desserts without coffee is INCOMPLETE because desserts are made to be enjoyed with a caffeine kick 😁.
-
I don't drink so much coffee now but I guess getting a coffee machine is a good idea also to make my vegan dessert class more COMPLETE. @tessa_yeo brought her own coffee to class last week 😄.
-
Vegan Mont Blanc - gluten free hazelnut joconde, whole chestnut and vanilla cremeux with the signature chestnut puree on top. .
.
My next vegan dessert class on 15 Feb. Check out my story highlight for more details. .
.
.
.
.
#vegan #allplants #plantbased #vegansofig #veganfood #workshop  #vegandessert #montblanc #veganKL #vegansmalaysia #純素甜點 #純素 #素食 #蔬食",44,['Tea over coffee for me! 😂😂😂'],allplants
"Plant based enchilada lasagna for one, please! from the air fryer! 😋🤤🤤 I probably could have taken a better picture, but it's all gone now 😂 So I'll just go ahead and tag this #uglyvegan 🙃 
It's just corn tortillas cut in quarters and layered in a tiny skillet. I used leftover red beans, canned red chili sauce, aged nut cheese (cashew base) and topped with sliced olives. Set the whole oven safe skillet in the basket of the air fryer and bake for 15 minutes @ 370 F. So easy. So fast. #plantbasedwholefood #cookforyourself #itssogood #onepot",35,"['#allplants #allergylife #happyfoodie #gleganfood #veganrecipes #veganuary #glutenfree #glutenfreerecipes #meatlessmonday #meatlessmeals', 'This looks delicious 🤗🌱', 'Get in my belly!!! 👍🏼😜🙌🏼']",allplants
"Our tried and true, our bread and butter. The 1-2 punch to pain and inflammation.",15,['#pain #inflammation #cbdtopicals #holistichealth #allnatural #sleepwell #bewell #allplants'],allplants
Make a bowl of noodz #ramen #allplants,36,"['Omg they looks amazing', 'I want this next week 😍']",allplants
"These Vegan Pancakes are 🔥🔥🔥 Breakfast with sis stopping over in DAL from JAX to PHX at @sevenmilecafehv.  Love this place, lotsa vegan options on their menu.  Aside from the pancakes, I got tofu scramble with a side of black beans, salsa, guacamole, and flour tortillas.  #vegan 🙌🏽💯",48,['.\n.\n.\n.\n.\nⓋ #WhatVegansEat #EatVeganFood #VeganFoodshare #VeganFoodie #VeganShare #VeganAF #Vegans #Veganism #VeganCommunity #VeganLife #VGang #VegansOfInstagram #VegansOfIG #VegansFoodlovers #eatvegan #NoAnimalsHarmed #NoAnimalIngredients #CrueltyFree #MindfulEating \xa0#GoVegan 🅥 #allplants #veganpancakes'],allplants
"My top tip is to treat veggies exactly like meat... think dry-rubs, marinades, charring and roasting and you’ll always end up with awesome and complex flavours! 🥦🔥. Thank you @dailymail @femail for featuring @allplants today. Always fun chatting all things veggies!
*
#allplants #vegcentricvegan #developmentchef #vegancooking #vegantoptips #vegantips",179,"['Nice one 👌', 'Love this ♥️']",allplants
calathea pink rosy .. #calathea #calathealovers #calatheaforsale #calatheapinkrossy #plantshopinginstagram #plantmakepeoplehappy #plantsofinstagram #plantshopjakarta #plants #plannercommunity #jualtanamanhiasmurah #indonesiaplantclub #houseplantsofinstagram #houseplants #aroidaddict #allplants #sellers #rama_nursery #urbanjungle,95,[],allplants
"So happy to be part of the Plant-Based Healthy Cincinnati group 🌱 Surprised and delighted to win the chili cookoff with Creamy White Chili when the Sweet Potato/Black Bean, Caribbean and Green Chilis we’re so delicious 😋 
#wfpbno #plantbasedchili #rollinbowls #rollinbowlstruck #cincyeats #vegancincinnati #allplants #vegandelicious #cincinnativegan #cincinnatifood #cincinnatifoodie #365cincinnati #vegansofig",84,"['Congrats momma 👏🏼 well deserved!!', 'How exciting! Congrats!', 'Fantastic news! 💜', ""That's great, congrats!"", 'Awesome News Monica! Congrats ✨🌱✨💕', 'Awesome!! Congratulations Monica!!', 'So exciting!! 💕']",allplants
"Oh, Mondays. Can we really get through them without a good caffeine kick? Luckily, you can make your cuppa a whole lot more delicious and nutritious with 100% #plantbased calcium velvety goodness 😉 -
#meatfreemondays #coffeeaddict #milkalternative #dairyfree #allplants #vegansunite #feedfeedvegan #plantbasedvibes #ukvegans #ocado #veganuary2020",58,[],allplants
"Was a day for Doughnuts & Denim 😌🍩
• •
Chocolate sprinkles, Peanut butter & Choclate, OG Glazed,
Passionfruit Creme, Maple and Blueberry Fritter Doughnuts #allvegan",52,"['#vegan#plantbased#veganfood#vegetarian#vegetarianfood#foodblogger#veganfoodshares#foodporn#foodpornography#sydneyfoodblog#allplants#sydneyfood#sydneyfoodblog#foodie#foodiesofinstagram#sydneyfoodguide#sydneyfoodporn#fitness#wholefoods#plantpowered#bestofvegan#donut#doughnut#vegandonut#vegandoughnut#denim#maple#dessertporn#dessert#pastry', 'Still need to try it out haha']",allplants
"Crispy, flaky, soft but more importantly, BUTTERY croissant, on the counter at @georgeatomanu 👏🏼 #allplants",22,['Amazing just amazing.  I had one in Christchurch last week but not as good as yours!!'],allplants
"Many people asked me recently what is the minimum students to start a class. One. Yes ONE. You can always arrange 1-1 sessions with me on weekdays or join my group classes on weekends. .
.
Green grape and lime tart. A citrusy twist on a classic tart filled with refreshing lime millet cream, topped with green grapes. @kokchin6023 3rd class with me. .
.
.
.
.
#vegan #allplants #plantbased #vegansofig #VegansInMalaysia #veganmalaysia #veganKL #workshop #grape #vegandessert",62,"[""Very refreshing. Thanks for last saturday's class. My niece enjoyed too."", 'Sure when is yr next class ?', 'Waiting for watermelon cake and macaroons', 'Hi Melissa, where can i see your classes schedule?', 'Hi Melissa, where can i see your classes schedule?', 'This looks yummy']",allplants
"You don’t need chicken soup for the soul. You need THIS game changer. 
Jam-packed with kale, rice and crispy garlic, it’s healthy, hearty and delicious. 
Ingredients:
2 + 1 tbsp olive oil, separated 
1 white onion, finely diced
400g chestnut mushrooms, sliced
1 tsp salt
180g white rice (preferably short grain) 
1 litre vegetable stock
200g kale 
250g oyster or king oyster mushrooms (to top) torn apart
10g dill

For garlic oil (makes ⅓ cup):
6 cloves garlic
⅓ cup olive oil 
Method:
Heat olive oil in a large pot over medium heat. Add the diced white onion and sauté for 6-8 minutes, until translucent. Add the sliced mushrooms and let cook, untouched, for 8-10 minutes (this helps them develop bite, texture and flavour, before the stock is added!). Add salt, stir and continue cooking for another couple minutes. Add the white rice, followed by the vegetable stock. Simmer for 25-30 minutes, until the rice is cooked. Remove the soup from heat and stir in the kale. 
While the soup simmers, prepare the mushroom ‘chicken’ chunks. Heat 1 tbsp of olive oil in a pan, add the oyster mushrooms and let cook untouched (yes, again) for 6-8 minutes, until the heat facing side is golden brown. Turn them around, and continue to let cook untouched, for 3-4 more minutes. Season with a sprinkle of sea salt and remove from heat. 
Serve the soup topped with oyster mushrooms, fresh dill and garlic oil (recipe below). To make the garlic oil, add oil and garlic to a small sauce pan. Simmer the garlic, stirring often, until golden. Transfer both the oil and garlic to a bowl and let cool. Store in a jar at room temperature, and use it to top soups, salads, veg and pasta!",399,"['#veganchickensoup #allplants #veganuary #vegansofig #veganfoodshare #veganrecipe #veganuary #healthy\xa0#healthyeating #teamgamechangers #gamechangers', 'This looks like a yummy and healthy and easy soup for us @nickfostermusic', 'Sounds and looks delish 😍😍', 'Oh wow this looks amazing 😍', 'Just cooked this for lunch. Amazing 👌🏻']",allplants
"racks on racks on racks 😈
stacks on stacks on stacks 💵
~~
had the DIRTIEST fries ever at @junkitupvegan 🍟
delicious vegan fricken 🍗
and a bomb ass Cajun wrap 💣
~~
FUCKIN /chef kiss/ MWAAAHHH 😘
~~
#dirtyvegan #veganuk #ukvegan #bombass #kickass #newcastlevegan #vegannewcastle #veganfood #veganuary #plantbased #dirtyplants #allplants",67,['Eatin good 😤😤😲'],allplants
carrot and apple juice 🥕🍎 #vegan #veg #vegetarian #plantbased  #glutenfree #veganfood #whatveganseat #wholefood #allplants #crueltyfree #foodporn #veganrecipes #halal #vegetarianrecipes #juice #carrots #apple #veganuary,23,[],allplants
Cooking mode mushroom stroganof waiting for my rice to cook came off meat for healthy reasons 🥰 with dried porcini mushrooms 🔥😋😋 #mushroomstroganoff #allplants #vegetarianrecipes #soulfood,1,[],allplants
The cutie sippin on a good ol latte with oat milk in this pic is leaving the country to live & study abroad for a while today! Gonna miss you @mollls and can’t wait for more nourish cafe dates whenever we can find the time once you’re back :) I love this lady & this place SO MUCH 💚🌈 #sfeats #nourishcafe #lunchdate #buddhabowls #nourishbowl #eatyourveggies #tastetherainbow #chimichurririce #pickledonions #radishes #avocado🥑 #psl #allplants #vegansofig #foodstagram #prettyfood,70,['Love you Kimmers 🖤'],allplants
"Sorry for the slack, I’ve been all work and not much play.  But here you go, first video of 2020, Western BBQ cheeseburger using @beyondmeat, @pretzilla @followyourheart and @alexiafoods 🍔 smokin’ good, #vegan 👌🏽🌱🎵Stick Figure",40,"['.\n.\n.\n.\n.\nⓋ #WhatVegansEat #EatVeganFood #VeganFoodshare #VeganFoodie #VeganShare #VeganAF #Vegans #Veganism #VeganCommunity #VeganLife #VGang #VegansOfInstagram #VegansOfIG #VegansFoodlovers #eatvegan #NoAnimalsHarmed #NoAnimalIngredients #CrueltyFree #MindfulEating \xa0#GoVegan 🅥 #allplants #veganburger', 'Jeeez!! Yummm! It was worth the wait🤤🤤🤤']",allplants
"Here’s a sneak peek of our OFFICIAL recipe booklet, designed with fun feasting fiestas in mind. (Try saying THAT three times). We can’t wait to share it with you all. Until then, we have a few limited edition copies to give away. The first 10 people to comment with a 💚 will receive one in the post!",138,"['#vegans #allplants #plantbased #recipe #vegancooking #veganrecipes #vegansofig #eatyourgreens #eatmoreveg #gogreen #fortheplanet #gamechangers #teamgamechangers', '💚 I would LOVE one too!!!', 'Me please 💚', '💚 yes please!', 'Not in the first 10 but I’ll give you a 💚 anyway. Loving what you do. X', 'Too late for top ten but 💚💚💚 all plants so much 💚', '💛💛💛💛💛💛 great hearting all you lovely thangs 💛💛💛💛✨', '💚 This looks so amazing!']",allplants
"🌙This was my dinner the other night. 😁🙌🏼🌟
Who doesn’t love breakfast food for dinners! Always somehow more delicious. 😁🥰🍓 A bowl of organic oatmeal, blueberry cashew yogurt (freaking yum by the way), ground flax seeds for my Omega 3’s, and a bunch of other necessary nutrients, and some blueberries, blackberries and strawberries for my dose of anthocyanins {found in deeply-colored fruits and veggies} whose compounds activate anti-inflammatory, anti-viral, and anti-cancer pathways. ✨✨✨
.
Back to the vegan yogurt for a second. Good vegan yogurts were nearly impossible to find until cashew milk.**angles singing** Cashew cheeses, ice creams and yogurts are by far the most superior way to dairy-supplement. There’s a killer brand called Forager I’ve discovered at Whole Foods, then saw Trader Joe’s had a cashew yogurt too and decided to give it a try. Excellent!! Both have that cultured, yogurty taste and nice consistency. Pick some up next time you’re out!
🌟🛒🤍",31,"['#govegan #veganuary #veganyogurt #veganuary2020#plantbased #veganpower #plantstagram #veganfoodshare #meatless #dairyfree #ditchdairy #veganfortheanimals #cashewyogurt #veganfoodshare \n#veganmom #plantbased #veganmomma #vegangirls #allplants', 'This looks so refreshing and delicious 🌿🌱']",allplants
"Omega 3 and why it’s important. *Important*
The Omega family of fats are special in the body as they need to be eaten in food and cannot be produced from other fats.

There are 2 types of Omega’s– omega 3 + omega 6. These oils are used structurally in the body in cell membranes as well as in hormone regulation, bone health and much more. Omega 6’s are found in seeds, nuts and vegetable oils such as sunflower, rapeseed etc. They are necessary for health, but in excess can become inflammatory. Examples of Omega 6 fats are linoleic and arachidonic acid.

Omega 3 fats are anti-inflammatory. In plants (eg flax  hemp) the form we eat is ALA (Alpha linolenic acid) and in oily fish + wild meats it is EPA and DHA. In fact, brain tissue is 60% fat (dry weight), mostly DHA. 
DHA + EPA are the forms that humans require and we must convert ALA through a number of stages to become DHA or EPA. This is not a straightforward process for us. 
Problem 1. Whilst milled flax seeds and flaxseed oil can raise ALA, research shows that they do not go on to increase DHA and EPA significantly. Some research suggests that conversion is well below 10%. This means that flaxseed oil and it’s supplements may not be enough to support nervous and brain tissue.

Problem 2.  A large number of people have a genetic variation that means they have a higher requirement for omega 3’s. PUFA gene. 
Solution? Honestly, tricky. I have measured a lot of people on plant based/ vegetarian diets for their omega 3 to omega 6 ratio and the results show that this is not as easy to resolve, especially as people on a plant base diets are eating lots of nuts and seeds, which are  high in Omega 6 which push up the ratio. 
There are 3 solutions:
1.  It is essential to take an Algal Omega 3 as this form seems to be far better utilised in the body than flax as it is in the DHA form! This is a must! 
2.  Some people may still choose to still take a fish oil or cod-liver oil to prevent deficiency and keep the omega 3 to omega 6 in a healthy range. 
3. Use olive, avocado +coconut when cooking. Avoid processed food as they can contain too much vegetable oil. Use flax oil in salads, but not as a supplement.",37,"['#plantbased #powerofplants #vegan #veganuary #plantpower #savetheplanet #allplants #veganforhealth #veganfortheplanet #veganuary2020 #organic #loveyourbody #sustainability #veganfood #veganrecipes #spiceupyourlife #vegannutritiom #eatwell #detoxtime #doitright #eatmoreplants #allplants #veganprotein #vweareveganuary #feed_me_momma', 'Great post, knowing about Omega 3 is so important!', 'Omega 3 changes everything! So good🌸', 'Love that it’s vegan💕', 'Oh, mega! Blessed it!', 'Great info - especially for vegans', 'Thank you for great and important info❤️', 'Awesome post 👌']",allplants
"Last meal of the week with @allplants 🌱 This one wins! Takes the longest to cook, but definitely my favourite. Aubergine moussaka 🍆🍅",33,"['#aubergine #mousaka #veganmoussaka #allplants #plantbased #glutenfree #glutenfreevegan #veggies #eatvegan #eatmoreveggies #vegan #veganedinburgh #veganscotland #veganuk #plantbased #nutrition #nourish #wellness #wellbeing #health #veganhealth #veganuary2020 #mealplan #veganmealplan', 'Mind if I ask for a quick version of the recipe?']",allplants
"You see that little space at the top? That’s not just an air bubble - it’s NITROGEN, to keep the plant and seed oils in these little capsules fresh! The capsules are also COLD SEALED, so the ingredients aren’t damaged during the sealing process. How is YOUR omega blend prepared? 🤨🧐 #themoreyouknow #omegablend #vegan #skipthefish #nofishoil #allplants #plantbased #technology #omegas35679  #healthhopevitality",4,[],allplants
Our beautiful @bu.deli Marinated Feta and other yummy things from the @taurangafarmersmarket. Viridis Grove and @breadheadnz 🙌🏼 #allplants,23,['Do they sell these olives at the markets?! They look so yummy'],allplants
"I’ve got some exciting news coming your way!! Anyone know what that might be? 🤔 Write your guess in the comments below 👇🏼👇🏼
⠀⠀⠀⠀⠀⠀⠀⠀⠀
If you watch my stories you have a clue or two! ... don’t worry you’ll have the recipe for this delicious pasta very soon too ❤️ ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Here’s your teaser: 
Pasta, Chickpeas, creaminess, and an easier way to follow this recipe 😏
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#veganpasta #creamypasta  #veganblogger #creamysauce #veganaf #chickpeapasta #easyrecipe #veganrecipes #allplants #chickpeas #veganuary2020 #vegansofinstagram #healthyvegan #veganfoodblog #nodiet #veganfoodporn #veganbowls #easyrecipes #thevegansofig #thefeedfeedvegan #vegansofig #veganrecipeshare #pastaholic #eatvegan #veganitalian #veganfoodies #veganlifestyle🌱 #pastalover",677,"['Don’t make us wait too long 😍', 'brand partnership ? 😃 This is mouthwatering! So creamy 😁🙌🌱', 'That creaminess 😋😋 literally drooling 😍💕😋', 'That creamy sauce is unbelievable 😍', 'So creamy 👌🏼', 'Omg creamy dreamy😍😍', 'Oh my gosh. This looks so good 😍', 'Wow!! Very delicious', 'Whoa!!! Looks so yummy!!💚💚', 'It looks like an even better version of something I’d get at macaroni grill haha', 'Yaya!! I love new and exciting news 💫✨💫 btw this pasta 😍', 'That creaminess is on point girl!😉', ""Excited to hear about the surprise!  But in the meantime, I'll be happy dreaming of this lovely and creamy pasta dish YUM!!! 😋"", 'Oo how delicious 😋😋', 'I’m so excited!! and wow oh wow this looks delish', 'Looking good over there! I wonder what your exciting news could be? 😊', 'Recipe videos or a recipe book?😁🤔', 'A collaboration? Pasta looks yummy 😍', 'Yumm everything looks so good but those lentils in your story 🤤🤤🤤 I’m thinking video or ebook?', 'Filmed step by step recipes!! Would love to see them 😍', 'So many amazing flavors! 💚💚😋', 'The sauce in that pasta wow 😍😍', 'so creamy😍😍', 'This looks irresistible 😋', 'Good luck whatever it is!', 'Wait what I wanna know 🤩', 'This looks wonderful Anna! So creamy!', 'Looks so rich and creamy 😍', 'Cashew Alfredo?', 'Every time I eat pasta I remember you! 💚💚💚 I think that we are more Italian than @aronicaandrea 🤭😂😂😂', 'new Business idea??', 'Are you opening a YouTube channel?', 'So creamy 😍', 'I have no idea but I hope you announce it soon👏👏🤗🤗', 'Creamy dreamy 😍😍😍', 'Mmm this looks divine 😍😍🤤', 'Yummy! This looks so creamy😍', 'yummm soo creammmy', 'Looks so creamy !', 'This looks so creamy and delicious!', 'Starting a partnership w/ a new brand?', 'This looks delicious!😍💚', 'So creamy 😍💕', 'that creaminess is UNREAL!!']",allplants
